CustomerID,Recency,Frequency,Monetary,Cluster,Cluster Name
12428.0,-349,9,7956.46,0,Clients Potentiellement Fidèles
12429.0,-365,4,3750.4,0,Clients Potentiellement Fidèles
12430.0,-331,1,256.4,3,Clients Fidèles
12431.0,-339,15,6487.45,0,Clients Potentiellement Fidèles
12432.0,-332,5,5059.32,0,Clients Potentiellement Fidèles
12433.0,-374,7,13375.87,0,Clients Potentiellement Fidèles
12434.0,-290,2,806.14,3,Clients Fidèles
12435.0,-295,2,7829.89,3,Clients Fidèles
12436.0,-275,1,509.01,3,Clients Fidèles
12437.0,-373,18,4951.41,0,Clients Potentiellement Fidèles
12438.0,-360,2,2906.85,0,Clients Potentiellement Fidèles
12441.0,-8,1,173.55,1,Clients Récents
12442.0,-371,1,172.06,0,Clients Potentiellement Fidèles
12444.0,-353,5,5005.46,0,Clients Potentiellement Fidèles
12445.0,-352,1,133.4,0,Clients Potentiellement Fidèles
12446.0,-317,1,1002.3100000000001,3,Clients Fidèles
12447.0,-131,1,476.49,1,Clients Récents
12448.0,-330,1,449.45,3,Clients Fidèles
12449.0,-352,4,4067.29,0,Clients Potentiellement Fidèles
12450.0,-218,2,197.88,3,Clients Fidèles
12451.0,-364,5,9035.52,0,Clients Potentiellement Fidèles
12452.0,-358,2,430.57,0,Clients Potentiellement Fidèles
12453.0,-240,1,707.09,3,Clients Fidèles
12454.0,-318,1,3528.34,3,Clients Fidèles
12455.0,-301,6,2466.86,0,Clients Potentiellement Fidèles
12456.0,-330,3,3181.04,0,Clients Potentiellement Fidèles
12457.0,-308,7,2363.23,0,Clients Potentiellement Fidèles
12458.0,-303,2,947.4,3,Clients Fidèles
12461.0,-280,2,826.88,3,Clients Fidèles
12462.0,-356,2,1189.59,0,Clients Potentiellement Fidèles
12463.0,-321,4,1344.78,0,Clients Potentiellement Fidèles
12464.0,-364,8,1212.05,0,Clients Potentiellement Fidèles
12465.0,-357,2,742.1899999999999,0,Clients Potentiellement Fidèles
12468.0,-187,2,729.5400000000001,3,Clients Fidèles
12471.0,-372,30,19824.05,2,Champions
12472.0,-342,7,6572.11,0,Clients Potentiellement Fidèles
12473.0,-345,5,3938.5499999999997,0,Clients Potentiellement Fidèles
12474.0,-357,18,7375.79,0,Clients Potentiellement Fidèles
12475.0,-321,1,723.38,3,Clients Fidèles
12476.0,-359,11,6816.42,0,Clients Potentiellement Fidèles
12477.0,-352,6,13219.74,0,Clients Potentiellement Fidèles
12478.0,-371,1,680.99,0,Clients Potentiellement Fidèles
12479.0,-363,1,527.2,0,Clients Potentiellement Fidèles
12480.0,-346,4,3281.63,0,Clients Potentiellement Fidèles
12481.0,-352,10,5596.32,0,Clients Potentiellement Fidèles
12483.0,-357,8,2484.98,0,Clients Potentiellement Fidèles
12484.0,-342,6,4541.72,0,Clients Potentiellement Fidèles
12488.0,-365,3,1298.66,0,Clients Potentiellement Fidèles
12489.0,-38,1,334.93,1,Clients Récents
12490.0,-369,10,5417.93,0,Clients Potentiellement Fidèles
12491.0,-336,1,460.40000000000003,0,Clients Potentiellement Fidèles
12492.0,-311,2,263.21000000000004,3,Clients Fidèles
12493.0,-209,2,433.74,3,Clients Fidèles
12494.0,-359,7,1246.1000000000001,0,Clients Potentiellement Fidèles
12497.0,-293,1,1043.1,3,Clients Fidèles
12498.0,-353,3,403.70000000000005,0,Clients Potentiellement Fidèles
12500.0,-351,11,4257.82,0,Clients Potentiellement Fidèles
12501.0,-38,1,2169.39,1,Clients Récents
12502.0,-279,5,3723.87,3,Clients Fidèles
12504.0,-356,2,482.04999999999995,0,Clients Potentiellement Fidèles
12506.0,-142,1,73.5,1,Clients Récents
12507.0,-240,3,1304.81,3,Clients Fidèles
12508.0,-348,2,398.27,0,Clients Potentiellement Fidèles
12509.0,-90,1,176.5,1,Clients Récents
12510.0,-232,2,982.5699999999999,3,Clients Fidèles
12512.0,-308,2,138.03,3,Clients Fidèles
12513.0,-262,1,612.29,3,Clients Fidèles
12514.0,-107,1,1017.68,1,Clients Récents
12515.0,-21,1,383.7,1,Clients Récents
12516.0,-297,2,1312.06,3,Clients Fidèles
12517.0,-346,5,2502.84,0,Clients Potentiellement Fidèles
12518.0,-374,5,2056.89,0,Clients Potentiellement Fidèles
12519.0,-311,1,340.84,3,Clients Fidèles
12520.0,-295,5,2634.26,3,Clients Fidèles
12521.0,-232,1,599.68,3,Clients Fidèles
12522.0,-335,2,192.72,0,Clients Potentiellement Fidèles
12523.0,-355,11,1789.77,0,Clients Potentiellement Fidèles
12524.0,-365,8,4485.72,0,Clients Potentiellement Fidèles
12526.0,-374,3,1316.66,0,Clients Potentiellement Fidèles
12527.0,-293,3,348.71000000000004,3,Clients Fidèles
12528.0,-365,6,1933.48,0,Clients Potentiellement Fidèles
12530.0,-315,4,1662.28,0,Clients Potentiellement Fidèles
12531.0,-360,1,125.22,0,Clients Potentiellement Fidèles
12532.0,-344,1,349.83000000000004,0,Clients Potentiellement Fidèles
12534.0,-244,1,1089.18,3,Clients Fidèles
12535.0,-283,2,716.35,3,Clients Fidèles
12536.0,-331,3,12601.830000000002,0,Clients Potentiellement Fidèles
12538.0,-345,1,363.95,0,Clients Potentiellement Fidèles
12539.0,-352,4,5568.35,0,Clients Potentiellement Fidèles
12540.0,-355,17,13400.24,0,Clients Potentiellement Fidèles
12541.0,-345,3,981.18,0,Clients Potentiellement Fidèles
12544.0,-338,1,372.7,0,Clients Potentiellement Fidèles
12545.0,-299,2,1000.39,3,Clients Fidèles
12546.0,-328,2,1161.5,0,Clients Potentiellement Fidèles
12547.0,-177,2,207.79999999999998,1,Clients Récents
12548.0,-208,1,95.19999999999999,3,Clients Fidèles
12550.0,-295,1,964.83,3,Clients Fidèles
12551.0,-17,1,168.0,1,Clients Récents
12552.0,-336,2,437.82,0,Clients Potentiellement Fidèles
12553.0,-366,10,3692.28,0,Clients Potentiellement Fidèles
12556.0,-324,2,603.71,0,Clients Potentiellement Fidèles
12557.0,-358,5,11990.960000000001,0,Clients Potentiellement Fidèles
12558.0,-367,1,269.96,0,Clients Potentiellement Fidèles
12559.0,-64,2,561.71,1,Clients Récents
12560.0,-369,3,2134.01,0,Clients Potentiellement Fidèles
12561.0,-72,1,238.85,1,Clients Récents
12562.0,-366,7,3781.7400000000002,0,Clients Potentiellement Fidèles
12564.0,-113,1,456.9,1,Clients Récents
12565.0,-86,1,145.92,1,Clients Récents
12566.0,-288,1,351.65,3,Clients Fidèles
12567.0,-352,10,9401.28,0,Clients Potentiellement Fidèles
12569.0,-372,30,4124.69,2,Champions
12571.0,-335,2,519.61,0,Clients Potentiellement Fidèles
12572.0,-366,2,1020.42,0,Clients Potentiellement Fidèles
12573.0,-147,1,160.54000000000002,1,Clients Récents
12574.0,-59,1,218.45,1,Clients Récents
12576.0,-339,5,1315.83,0,Clients Potentiellement Fidèles
12577.0,-339,3,657.8,0,Clients Potentiellement Fidèles
12578.0,-353,2,2794.51,0,Clients Potentiellement Fidèles
12579.0,-296,1,440.42,3,Clients Fidèles
12580.0,-128,1,415.7,1,Clients Récents
12581.0,-335,1,197.71,0,Clients Potentiellement Fidèles
12582.0,-136,2,511.36,1,Clients Récents
12583.0,-372,15,7281.38,0,Clients Potentiellement Fidèles
12584.0,-371,9,2338.15,0,Clients Potentiellement Fidèles
12585.0,-140,2,2040.1,1,Clients Récents
12586.0,-357,1,196.94000000000003,0,Clients Potentiellement Fidèles
12587.0,-367,1,144.0,0,Clients Potentiellement Fidèles
12588.0,-335,1,214.89999999999998,0,Clients Potentiellement Fidèles
12589.0,-346,2,646.68,0,Clients Potentiellement Fidèles
12590.0,-163,2,9864.26,1,Clients Récents
12591.0,-57,1,452.84999999999997,1,Clients Récents
12592.0,-282,2,437.6,3,Clients Fidèles
12593.0,-266,3,418.09999999999997,3,Clients Fidèles
12594.0,-337,10,3338.2200000000003,0,Clients Potentiellement Fidèles
12596.0,-323,2,618.27,3,Clients Fidèles
12597.0,-355,4,3811.22,0,Clients Potentiellement Fidèles
12598.0,-365,8,3023.08,0,Clients Potentiellement Fidèles
12599.0,-345,7,1032.58,0,Clients Potentiellement Fidèles
12600.0,-346,10,2599.04,0,Clients Potentiellement Fidèles
12601.0,-185,5,577.0600000000001,3,Clients Fidèles
12602.0,-316,1,153.12,3,Clients Fidèles
12603.0,-353,1,739.1999999999999,0,Clients Potentiellement Fidèles
12604.0,-295,2,254.18,3,Clients Fidèles
12607.0,-314,1,1579.51,3,Clients Fidèles
12609.0,-296,3,1126.85,3,Clients Fidèles
12610.0,-352,5,2099.54,0,Clients Potentiellement Fidèles
12611.0,-322,1,1193.32,3,Clients Fidèles
12612.0,-300,1,704.0400000000001,3,Clients Fidèles
12613.0,-317,5,3344.38,0,Clients Potentiellement Fidèles
12614.0,-97,1,315.6,1,Clients Récents
12615.0,-372,4,2291.19,0,Clients Potentiellement Fidèles
12616.0,-279,2,713.3,3,Clients Fidèles
12617.0,-345,1,355.53,0,Clients Potentiellement Fidèles
12618.0,-353,1,177.31,0,Clients Potentiellement Fidèles
12619.0,-358,9,3641.24,0,Clients Potentiellement Fidèles
12620.0,-360,3,1339.41,0,Clients Potentiellement Fidèles
12621.0,-373,20,13689.67,0,Clients Potentiellement Fidèles
12622.0,-142,1,180.1,1,Clients Récents
12623.0,-98,1,305.1,1,Clients Récents
12624.0,-268,2,641.13,3,Clients Fidèles
12625.0,-163,2,2683.82,1,Clients Récents
12626.0,-351,9,6620.48,0,Clients Potentiellement Fidèles
12627.0,-364,7,4478.53,0,Clients Potentiellement Fidèles
12628.0,-370,3,786.46,0,Clients Potentiellement Fidèles
12630.0,-365,2,1270.88,0,Clients Potentiellement Fidèles
12631.0,-317,1,640.5,3,Clients Fidèles
12633.0,-316,4,2163.98,0,Clients Potentiellement Fidèles
12635.0,-285,2,1689.18,3,Clients Fidèles
12637.0,-307,9,6021.9,0,Clients Potentiellement Fidèles
12638.0,-341,1,671.69,0,Clients Potentiellement Fidèles
12639.0,-136,1,486.1,1,Clients Récents
12640.0,-351,3,1174.58,0,Clients Potentiellement Fidèles
12641.0,-259,1,185.9,3,Clients Fidèles
12642.0,-349,3,1013.26,0,Clients Potentiellement Fidèles
12643.0,-246,6,3344.64,3,Clients Fidèles
12644.0,-245,1,477.91,3,Clients Fidèles
12645.0,-341,4,1775.18,0,Clients Potentiellement Fidèles
12646.0,-370,2,1346.97,0,Clients Potentiellement Fidèles
12647.0,-352,12,3722.82,0,Clients Potentiellement Fidèles
12648.0,-220,1,318.05,3,Clients Fidèles
12649.0,-267,3,623.51,3,Clients Fidèles
12650.0,-371,1,314.44,0,Clients Potentiellement Fidèles
12651.0,-40,1,114.0,1,Clients Récents
12652.0,-43,1,919.98,1,Clients Récents
12653.0,-226,2,2209.85,3,Clients Fidèles
12654.0,-364,5,601.98,0,Clients Potentiellement Fidèles
12656.0,-357,5,4051.17,0,Clients Potentiellement Fidèles
12657.0,-363,4,1643.18,0,Clients Potentiellement Fidèles
12658.0,-356,1,686.05,0,Clients Potentiellement Fidèles
12659.0,-345,1,91.68,0,Clients Potentiellement Fidèles
12660.0,-363,1,245.1,0,Clients Potentiellement Fidèles
12662.0,-374,11,3849.78,0,Clients Potentiellement Fidèles
12664.0,-366,9,4881.88,0,Clients Potentiellement Fidèles
12665.0,-50,1,63.0,1,Clients Récents
12667.0,-316,1,620.13,3,Clients Fidèles
12668.0,-363,4,3807.15,0,Clients Potentiellement Fidèles
12669.0,-224,3,2744.0299999999997,3,Clients Fidèles
12670.0,-364,5,2996.05,0,Clients Potentiellement Fidèles
12672.0,-45,1,225.89999999999998,1,Clients Récents
12673.0,-369,2,610.52,0,Clients Potentiellement Fidèles
12674.0,-336,4,1970.6,0,Clients Potentiellement Fidèles
12676.0,-350,6,1331.39,0,Clients Potentiellement Fidèles
12678.0,-332,12,17628.46,0,Clients Potentiellement Fidèles
12679.0,-316,4,1113.02,0,Clients Potentiellement Fidèles
12680.0,-374,4,862.81,0,Clients Potentiellement Fidèles
12681.0,-360,22,13787.54,2,Champions
12682.0,-371,31,12288.22,2,Champions
12683.0,-370,15,8476.57,0,Clients Potentiellement Fidèles
12684.0,-367,7,2283.63,0,Clients Potentiellement Fidèles
12685.0,-346,6,2863.08,0,Clients Potentiellement Fidèles
12686.0,-3,1,89.14,1,Clients Récents
12688.0,-261,1,4873.8099999999995,3,Clients Fidèles
12689.0,-349,2,1247.61,0,Clients Potentiellement Fidèles
12690.0,-169,1,389.01,1,Clients Récents
12691.0,-346,6,1035.8,0,Clients Potentiellement Fidèles
12693.0,-247,4,855.91,3,Clients Fidèles
12694.0,-304,2,869.67,3,Clients Fidèles
12695.0,-367,4,582.1,0,Clients Potentiellement Fidèles
12697.0,-346,3,957.59,0,Clients Potentiellement Fidèles
12700.0,-367,4,4939.99,0,Clients Potentiellement Fidèles
12701.0,-295,2,797.71,3,Clients Fidèles
12702.0,-355,1,219.0,0,Clients Potentiellement Fidèles
12703.0,-303,1,283.55,3,Clients Fidèles
12704.0,-367,8,2340.84,0,Clients Potentiellement Fidèles
12705.0,-359,9,6868.29,0,Clients Potentiellement Fidèles
12707.0,-83,1,603.42,1,Clients Récents
12708.0,-345,10,2712.91,0,Clients Potentiellement Fidèles
12709.0,-359,15,9736.52,0,Clients Potentiellement Fidèles
12710.0,-278,3,1149.02,3,Clients Fidèles
12712.0,-346,13,4396.13,0,Clients Potentiellement Fidèles
12713.0,-374,1,848.55,0,Clients Potentiellement Fidèles
12714.0,-365,5,4708.86,0,Clients Potentiellement Fidèles
12715.0,-268,1,353.86,3,Clients Fidèles
12716.0,-371,2,1053.49,0,Clients Potentiellement Fidèles
12717.0,-223,2,1030.98,3,Clients Fidèles
12718.0,-303,1,238.25,3,Clients Fidèles
12719.0,-369,2,644.95,0,Clients Potentiellement Fidèles
12720.0,-372,25,5781.73,0,Clients Potentiellement Fidèles
12721.0,-343,6,2656.13,0,Clients Potentiellement Fidèles
12722.0,-289,4,997.63,3,Clients Fidèles
12723.0,-371,5,725.07,0,Clients Potentiellement Fidèles
12724.0,-369,4,1031.41,0,Clients Potentiellement Fidèles
12725.0,-3,1,427.8,1,Clients Récents
12726.0,-346,7,2609.1,0,Clients Potentiellement Fidèles
12727.0,-364,7,3980.7,0,Clients Potentiellement Fidèles
12728.0,-303,4,836.33,3,Clients Fidèles
12729.0,-261,1,453.01,3,Clients Fidèles
12731.0,-351,12,18895.91,0,Clients Potentiellement Fidèles
12732.0,-195,1,236.26000000000002,3,Clients Fidèles
12733.0,-140,1,383.95,1,Clients Récents
12734.0,-22,1,110.39999999999999,1,Clients Récents
12735.0,-59,2,779.5699999999999,1,Clients Récents
12736.0,-42,1,234.0,1,Clients Récents
12738.0,-2,1,155.35,1,Clients Récents
12739.0,-296,2,1013.04,3,Clients Fidèles
12740.0,-311,1,427.6,3,Clients Fidèles
12743.0,-240,2,546.43,3,Clients Fidèles
12744.0,-323,7,21279.29,0,Clients Potentiellement Fidèles
12747.0,-372,11,4196.01,0,Clients Potentiellement Fidèles
12748.0,-374,211,33719.73,2,Champions
12749.0,-371,5,4090.88,0,Clients Potentiellement Fidèles
12750.0,-246,1,275.88,3,Clients Fidèles
12752.0,-293,1,4366.78,3,Clients Fidèles
12753.0,-352,6,21429.39,0,Clients Potentiellement Fidèles
12754.0,-139,4,3010.74,1,Clients Récents
12755.0,-94,2,3811.95,1,Clients Récents
12756.0,-288,1,112.07999999999998,3,Clients Fidèles
12757.0,-359,13,7857.1,0,Clients Potentiellement Fidèles
12758.0,-258,2,2791.59,3,Clients Fidèles
12759.0,-322,3,1531.44,0,Clients Potentiellement Fidèles
12762.0,-367,2,1898.52,0,Clients Potentiellement Fidèles
12763.0,-236,2,494.08,3,Clients Fidèles
12764.0,-58,1,1693.88,1,Clients Récents
12766.0,-371,7,6989.63,0,Clients Potentiellement Fidèles
12769.0,-136,1,1143.6,1,Clients Récents
12770.0,-164,1,1351.45,1,Clients Récents
12772.0,-315,1,892.47,3,Clients Fidèles
12775.0,-357,5,1386.04,0,Clients Potentiellement Fidèles
12778.0,-355,6,822.23,0,Clients Potentiellement Fidèles
12779.0,-337,8,3981.36,0,Clients Potentiellement Fidèles
12781.0,-311,2,826.74,3,Clients Fidèles
12782.0,-370,5,2330.92,0,Clients Potentiellement Fidèles
12783.0,-372,6,2225.91,0,Clients Potentiellement Fidèles
12784.0,-365,2,574.42,0,Clients Potentiellement Fidèles
12785.0,-10,1,311.95,1,Clients Récents
12787.0,-365,3,463.66,0,Clients Potentiellement Fidèles
12789.0,-309,1,91.85,3,Clients Fidèles
12790.0,-182,1,324.92,1,Clients Récents
12791.0,-1,1,192.60000000000002,1,Clients Récents
12792.0,-118,1,400.53999999999996,1,Clients Récents
12793.0,-40,2,545.48,1,Clients Récents
12794.0,-321,2,860.41,3,Clients Fidèles
12795.0,-356,1,430.48,0,Clients Potentiellement Fidèles
12797.0,-9,1,254.03,1,Clients Récents
12798.0,-364,3,6977.04,0,Clients Potentiellement Fidèles
12802.0,-188,1,427.58,3,Clients Fidèles
12808.0,-338,3,483.65000000000003,0,Clients Potentiellement Fidèles
12809.0,-197,1,489.31,3,Clients Fidèles
12811.0,-114,3,514.85,1,Clients Récents
12812.0,-330,1,229.64000000000001,3,Clients Fidèles
12814.0,-273,1,125.92,3,Clients Fidèles
12815.0,-227,2,1063.46,3,Clients Fidèles
12816.0,-279,2,572.2,3,Clients Fidèles
12817.0,-93,1,166.04,1,Clients Récents
12818.0,-113,1,1542.08,1,Clients Récents
12820.0,-371,4,942.34,0,Clients Potentiellement Fidèles
12821.0,-160,1,92.72,1,Clients Récents
12822.0,-304,2,948.88,3,Clients Fidèles
12823.0,-300,5,1759.5,3,Clients Fidèles
12824.0,-315,1,397.12,3,Clients Fidèles
12826.0,-372,7,1474.72,0,Clients Potentiellement Fidèles
12827.0,-369,3,430.15000000000003,0,Clients Potentiellement Fidèles
12828.0,-372,6,1018.71,0,Clients Potentiellement Fidèles
12829.0,-38,2,293.0,1,Clients Récents
12830.0,-337,6,6814.64,0,Clients Potentiellement Fidèles
12831.0,-112,1,215.05,1,Clients Récents
12832.0,-342,2,383.03,0,Clients Potentiellement Fidèles
12833.0,-229,1,417.38,3,Clients Fidèles
12834.0,-92,1,312.38,1,Clients Récents
12836.0,-315,5,2612.86,0,Clients Potentiellement Fidèles
12837.0,-201,1,134.1,3,Clients Fidèles
12838.0,-341,2,683.13,0,Clients Potentiellement Fidèles
12839.0,-372,14,5591.42,0,Clients Potentiellement Fidèles
12840.0,-231,4,2726.77,3,Clients Fidèles
12841.0,-370,24,4022.35,0,Clients Potentiellement Fidèles
12842.0,-304,2,1118.99,3,Clients Fidèles
12843.0,-309,8,1702.26,0,Clients Potentiellement Fidèles
12844.0,-345,2,325.96000000000004,0,Clients Potentiellement Fidèles
12845.0,-107,4,354.09,1,Clients Récents
12847.0,-352,1,871.54,0,Clients Potentiellement Fidèles
12849.0,-343,2,1050.8899999999999,0,Clients Potentiellement Fidèles
12851.0,-278,1,135.18,3,Clients Fidèles
12852.0,-80,1,311.55,1,Clients Récents
12853.0,-240,6,1957.1000000000001,3,Clients Fidèles
12854.0,-296,3,1324.5,3,Clients Fidèles
12855.0,-2,1,38.1,1,Clients Récents
12856.0,-367,6,2179.93,0,Clients Potentiellement Fidèles
12857.0,-164,2,1106.4,1,Clients Récents
12863.0,-322,1,521.2,3,Clients Fidèles
12864.0,-236,1,147.12,3,Clients Fidèles
12865.0,-348,2,1568.23,0,Clients Potentiellement Fidèles
12866.0,-91,1,559.12,1,Clients Récents
12867.0,-348,7,4036.82,0,Clients Potentiellement Fidèles
12868.0,-189,6,1607.0600000000002,3,Clients Fidèles
12871.0,-290,2,380.64,3,Clients Fidèles
12872.0,-48,2,599.97,1,Clients Récents
12873.0,-92,1,374.0,1,Clients Récents
12875.0,-231,2,343.2300000000001,3,Clients Fidèles
12876.0,-317,2,2218.02,3,Clients Fidèles
12877.0,-371,12,1535.77,0,Clients Potentiellement Fidèles
12878.0,-138,2,854.99,1,Clients Récents
12879.0,-330,3,573.22,0,Clients Potentiellement Fidèles
12881.0,-99,1,298.0,1,Clients Récents
12882.0,-365,2,1463.04,0,Clients Potentiellement Fidèles
12883.0,-350,4,703.47,0,Clients Potentiellement Fidèles
12884.0,-286,1,309.05,3,Clients Fidèles
12885.0,-311,3,1175.22,3,Clients Fidèles
12886.0,-307,2,1378.4,3,Clients Fidèles
12888.0,-160,2,354.12,1,Clients Récents
12890.0,-350,1,380.46999999999997,0,Clients Potentiellement Fidèles
12891.0,-189,3,331.0,3,Clients Fidèles
12893.0,-344,1,188.14,0,Clients Potentiellement Fidèles
12895.0,-332,2,372.8,0,Clients Potentiellement Fidèles
12897.0,-170,2,216.5,1,Clients Récents
12901.0,-366,28,17654.54,2,Champions
12902.0,-110,1,138.68,1,Clients Récents
12904.0,-356,2,509.58,0,Clients Potentiellement Fidèles
12906.0,-363,4,2919.81,0,Clients Potentiellement Fidèles
12908.0,-198,2,750.0,3,Clients Fidèles
12909.0,-335,5,2178.67,0,Clients Potentiellement Fidèles
12910.0,-351,8,3075.04,0,Clients Potentiellement Fidèles
12912.0,-372,5,1662.3,0,Clients Potentiellement Fidèles
12913.0,-370,5,2483.63,0,Clients Potentiellement Fidèles
12915.0,-226,2,363.65,3,Clients Fidèles
12916.0,-236,4,3006.15,3,Clients Fidèles
12917.0,-246,1,594.0,3,Clients Fidèles
12919.0,-366,6,1335.19,0,Clients Potentiellement Fidèles
12920.0,-357,1,164.23,0,Clients Potentiellement Fidèles
12921.0,-365,36,16587.09,2,Champions
12922.0,-213,1,405.38,3,Clients Fidèles
12923.0,-310,1,176.97,3,Clients Fidèles
12924.0,-286,4,933.7,3,Clients Fidèles
12925.0,-370,2,694.05,0,Clients Potentiellement Fidèles
12928.0,-339,5,2062.7000000000003,0,Clients Potentiellement Fidèles
12929.0,-63,1,117.85,1,Clients Récents
12930.0,-296,2,415.8,3,Clients Fidèles
12931.0,-353,15,42055.96,2,Champions
12933.0,-350,3,607.53,0,Clients Potentiellement Fidèles
12935.0,-372,7,2160.7,0,Clients Potentiellement Fidèles
12936.0,-357,4,1063.9,0,Clients Potentiellement Fidèles
12937.0,-359,4,1504.27,0,Clients Potentiellement Fidèles
12938.0,-349,1,114.14,0,Clients Potentiellement Fidèles
12939.0,-310,8,11581.8,0,Clients Potentiellement Fidèles
12940.0,-320,2,913.54,3,Clients Fidèles
12942.0,-243,3,683.9,3,Clients Fidèles
12944.0,-339,2,604.51,0,Clients Potentiellement Fidèles
12945.0,-86,1,462.95,1,Clients Récents
12947.0,-231,6,1603.99,3,Clients Fidèles
12948.0,-358,7,2064.95,0,Clients Potentiellement Fidèles
12949.0,-344,8,4167.22,0,Clients Potentiellement Fidèles
12950.0,-372,3,1843.0,0,Clients Potentiellement Fidèles
12951.0,-366,6,1064.07,0,Clients Potentiellement Fidèles
12952.0,-369,4,1387.79,0,Clients Potentiellement Fidèles
12953.0,-365,1,329.85,0,Clients Potentiellement Fidèles
12955.0,-373,11,4757.16,0,Clients Potentiellement Fidèles
12956.0,-68,1,108.07,1,Clients Récents
12957.0,-365,8,4017.54,0,Clients Potentiellement Fidèles
12962.0,-367,2,266.39,0,Clients Potentiellement Fidèles
12963.0,-366,8,1856.63,0,Clients Potentiellement Fidèles
12965.0,-285,1,771.91,3,Clients Fidèles
12966.0,-365,1,160.18,0,Clients Potentiellement Fidèles
12967.0,-16,2,1660.9,1,Clients Récents
12968.0,-262,1,135.95,3,Clients Fidèles
12970.0,-367,4,452.24,0,Clients Potentiellement Fidèles
12971.0,-371,83,11189.91,2,Champions
12974.0,-177,1,144.8,1,Clients Récents
12976.0,-163,1,738.6,1,Clients Récents
12977.0,-218,1,39.239999999999995,3,Clients Fidèles
12980.0,-217,9,7374.900000000001,3,Clients Fidèles
12981.0,-345,2,372.21999999999997,0,Clients Potentiellement Fidèles
12982.0,-132,1,390.54,1,Clients Récents
12984.0,-356,1,97.5,0,Clients Potentiellement Fidèles
